"","feature","frequency","rank","docfreq","group"
"8581","boltanski",1,7526,1,"all"
"8582","vivier",1,7526,1,"all"
"8583","recrutaient",1,7526,1,"all"
"8584","butte",1,7526,1,"all"
"8585","tiraillements",1,7526,1,"all"
"8586","confus",1,7526,1,"all"
"8587","syndical",1,7526,1,"all"
"8588","désarroi",1,7526,1,"all"
"8589","présentera",1,7526,1,"all"
"8590","répercussions",1,7526,1,"all"
"8591","salarié",1,7526,1,"all"
"8592","renforcent-elles",1,7526,1,"all"
"8593","invitent-elles",1,7526,1,"all"
"8594","1950-1980",1,7526,1,"all"
"8595","rompt",1,7526,1,"all"
"8596","casse",1,7526,1,"all"
"8597","d'enlèvement",1,7526,1,"all"
"8598","superficielle",1,7526,1,"all"
"8599","préférable",1,7526,1,"all"
"8600","entra",1,7526,1,"all"
"8601","injuste",1,7526,1,"all"
"8602","commutative",1,7526,1,"all"
"8603","régressifs",1,7526,1,"all"
"8604","magie",1,7526,1,"all"
"8605","d'occultation",1,7526,1,"all"
"8606","suggestion",1,7526,1,"all"
"8607","hier",1,7526,1,"all"
"8608","fleurissent",1,7526,1,"all"
"8609","johnson",1,7526,1,"all"
"8610","macho",1,7526,1,"all"
"8611","aptes",1,7526,1,"all"
"8612","marginales",1,7526,1,"all"
"8613","l'abri",1,7526,1,"all"
"8614","sortira",1,7526,1,"all"
"8615","prête",1,7526,1,"all"
"8616","l'autocritique",1,7526,1,"all"
"8617","formatbn",1,7526,1,"all"
"8618","commente",1,7526,1,"all"
"8619","dicté",1,7526,1,"all"
"8620","1981-82",1,7526,1,"all"
"8621","réservée",1,7526,1,"all"
"8622","stagiaires",1,7526,1,"all"
"8623","modulaires",1,7526,1,"all"
"8624","marier",1,7526,1,"all"
"8625","grogne",1,7526,1,"all"
"8626","systématisation",1,7526,1,"all"
"8627","quiétude",1,7526,1,"all"
"8628","souhaiterait",1,7526,1,"all"
"8629","dérouler",1,7526,1,"all"
"8630","allanguie",1,7526,1,"all"
"8631","feutrée",1,7526,1,"all"
"8632","décrite",1,7526,1,"all"
"8633","touchera",1,7526,1,"all"
"8634","états-majors",1,7526,1,"all"
"8635","innombrable",1,7526,1,"all"
"8636","y-a-t-il",1,7526,1,"all"
"8637","tronqué",1,7526,1,"all"
"8638","immatérialité",1,7526,1,"all"
"8639","âges",1,7526,1,"all"
"8640","cosmopolitisme",1,7526,1,"all"
"8641","cacher",1,7526,1,"all"
"8642","infléchir",1,7526,1,"all"
"8643","opératoires",1,7526,1,"all"
"8644","enseigné",1,7526,1,"all"
"8645","enseignées",1,7526,1,"all"
"8646","sensibiliser",1,7526,1,"all"
"8647","réactifs",1,7526,1,"all"
"8648","commenterons",1,7526,1,"all"
"8649","monographiques",1,7526,1,"all"
"8650","croisées",1,7526,1,"all"
"8651","réunis",1,7526,1,"all"
"8652","oui",1,7526,1,"all"
"8653","987",1,7526,1,"all"
"8654","navigation",1,7526,1,"all"
"8655","espérances",1,7526,1,"all"
"8656","augmenté",1,7526,1,"all"
"8657","constants",1,7526,1,"all"
"8658","canton",1,7526,1,"all"
"8659","genève",1,7526,1,"all"
"8660","d'atténuer",1,7526,1,"all"
"8661","26",1,7526,1,"all"
"8662","genevoises",1,7526,1,"all"
"8663","introductive",1,7526,1,"all"
"8664","sous-indices",1,7526,1,"all"
"8665","pondération",1,7526,1,"all"
"8666","voté",1,7526,1,"all"
"8667","laminé",1,7526,1,"all"
"8668","d'exemptions",1,7526,1,"all"
"8669","déductions",1,7526,1,"all"
"8670","d'impôt",1,7526,1,"all"
"8671","dégradé",1,7526,1,"all"
"8672","compliqué",1,7526,1,"all"
"8673","compensée",1,7526,1,"all"
"8674","accroissement",1,7526,1,"all"
"8675","constatait",1,7526,1,"all"
"8676","montrait",1,7526,1,"all"
"8677","redevenait",1,7526,1,"all"
"8678","main-d'oeuvre",1,7526,1,"all"
"8679","d'affaiblissement",1,7526,1,"all"
"8680","comportant",1,7526,1,"all"
"8681","d'achats",1,7526,1,"all"
"8682","eaux",1,7526,1,"all"
"8683","bloquent",1,7526,1,"all"
"8684","décevants",1,7526,1,"all"
"8685","fonderait",1,7526,1,"all"
"8686","japonaise",1,7526,1,"all"
"8687","interconnectés",1,7526,1,"all"
"8688","miti",1,7526,1,"all"
"8689","bornés",1,7526,1,"all"
"8690","appartenant",1,7526,1,"all"
"8691","l'unicité",1,7526,1,"all"
"8692","s'effondre",1,7526,1,"all"
"8693","reprennent",1,7526,1,"all"
"8694","éclairant",1,7526,1,"all"
"8695","n.ise",1,7526,1,"all"
"8696","survivra-t-elle",1,7526,1,"all"
"8697","puissances",1,7526,1,"all"
"8698","rempart",1,7526,1,"all"
"8699","amicales",1,7526,1,"all"
"8700","inopportunes",1,7526,1,"all"
"8701","l'hexagone",1,7526,1,"all"
"8702","meccano",1,7526,1,"all"
"8703","tendrait",1,7526,1,"all"
"8704","l'angleterre",1,7526,1,"all"
"8705","œil",1,7526,1,"all"
"8706","l'appétit",1,7526,1,"all"
"8707","incidents",1,7526,1,"all"
"8708","multipliés",1,7526,1,"all"
"8709","lancer",1,7526,1,"all"
"8710","nationalisant",1,7526,1,"all"
"8711","beaux",1,7526,1,"all"
"8712","fleurons",1,7526,1,"all"
"8713","vraisemblement",1,7526,1,"all"
"8714","dilués",1,7526,1,"all"
"8715","passe-t-il",1,7526,1,"all"
"8716","délimitent",1,7526,1,"all"
"8717","fluctuent",1,7526,1,"all"
"8718","reproduire",1,7526,1,"all"
"8719","presqu'à",1,7526,1,"all"
"8720","rituelles",1,7526,1,"all"
"8721","l'a",1,7526,1,"all"
"8722","réformée",1,7526,1,"all"
"8723","signalent",1,7526,1,"all"
"8724","politiques-",1,7526,1,"all"
"8725","qu'apparaissent",1,7526,1,"all"
"8726","coeur",1,7526,1,"all"
"8727","stalinien",1,7526,1,"all"
"8728","n'octroyait",1,7526,1,"all"
"8729","décès",1,7526,1,"all"
"8730","staline",1,7526,1,"all"
"8731","1953",1,7526,1,"all"
"8732","enlisées",1,7526,1,"all"
"8733","l'octobre",1,7526,1,"all"
"8734","polonais",1,7526,1,"all"
"8735","1956",1,7526,1,"all"
"8736","gorbatchev",1,7526,1,"all"
"8737","implosion",1,7526,1,"all"
"8738","surgit",1,7526,1,"all"
"8739","rejette",1,7526,1,"all"
"8740","capitalisme",1,7526,1,"all"
"8741","sauvage",1,7526,1,"all"
"8742","affectées",1,7526,1,"all"
"8743","levé",1,7526,1,"all"
"8744","playing",1,7526,1,"all"
"8745","field",1,7526,1,"all"
"8746","biaise",1,7526,1,"all"
"8747","d'eurotunnel",1,7526,1,"all"
"8748","d'installer",1,7526,1,"all"
"8749","nord-pas",1,7526,1,"all"
"8750","calais",1,7526,1,"all"
"8751","notbn",1,7526,1,"all"
"8752","liaisons",1,7526,1,"all"
"8753","débureaucratisation",1,7526,1,"all"
"8754","provoquant",1,7526,1,"all"
"8755","complexification",1,7526,1,"all"
"8756","densification",1,7526,1,"all"
"8757","l'emblème",1,7526,1,"all"
"8758","perturbants",1,7526,1,"all"
"8759","intégrale",1,7526,1,"all"
"8760","oi",1,7526,1,"all"
"8761","clairs",1,7526,1,"all"
"8762","écran",1,7526,1,"all"
"8763","compense",1,7526,1,"all"
"8764","mandataires",1,7526,1,"all"
"8765","d'observations",1,7526,1,"all"
"8766","participantes",1,7526,1,"all"
"8767","technho-scientifique",1,7526,1,"all"
"8768","retirés",1,7526,1,"all"
"8769","débiteurs",1,7526,1,"all"
"8770","d'encours",1,7526,1,"all"
"8771","pratiquées",1,7526,1,"all"
"8772","modelage",1,7526,1,"all"
"8773","insuffisantes",1,7526,1,"all"
"8774","orchestrer",1,7526,1,"all"
"8775","marie",1,7526,1,"all"
"8776","prescriptionsd'organisatbn",1,7526,1,"all"
"8777","etude",1,7526,1,"all"
"8778","légales",1,7526,1,"all"
"8779","1986-1987-1988",1,7526,1,"all"
"8780","exprime",1,7526,1,"all"
"8781","co-gestbn",1,7526,1,"all"
"8782","chevauchement",1,7526,1,"all"
"8783","inadaptés",1,7526,1,"all"
"8784","-au",1,7526,1,"all"
"8785","linguistique-",1,7526,1,"all"
"8786","épistémologique",1,7526,1,"all"
"8787","provocatrice",1,7526,1,"all"
"8788","envisagera",1,7526,1,"all"
"8789","provocation",1,7526,1,"all"
"8790","tertiaires",1,7526,1,"all"
"8791","l'industrialisme",1,7526,1,"all"
"8792","productivisme",1,7526,1,"all"
"8793","industrialisation",1,7526,1,"all"
"8794","dmobjectivationm",1,7526,1,"all"
"8795","tangible",1,7526,1,"all"
"8796","acheté",1,7526,1,"all"
"8797","consommé",1,7526,1,"all"
"8798","protocoles",1,7526,1,"all"
"8799","d'objectivation",1,7526,1,"all"
"8800","simultané",1,7526,1,"all"
"8801","individualisés",1,7526,1,"all"
"8802","subsiste",1,7526,1,"all"
"8803","reproductives",1,7526,1,"all"
"8804","étonnant",1,7526,1,"all"
"8805","n'hésite",1,7526,1,"all"
"8806","rentrer",1,7526,1,"all"
"8807","organise",1,7526,1,"all"
"8808","nucléaire",1,7526,1,"all"
"8809","presqu'exclusivement",1,7526,1,"all"
"8810","affaiblir",1,7526,1,"all"
"8811","cce",1,7526,1,"all"
"8812","enfreint",1,7526,1,"all"
"8813","lait",1,7526,1,"all"
"8814","letat",1,7526,1,"all"
"8815","enfreindre",1,7526,1,"all"
"8816","redistribuant",1,7526,1,"all"
"8817","endossé",1,7526,1,"all"
"8818","inéquitable",1,7526,1,"all"
"8819","échappé",1,7526,1,"all"
"8820","cessations",1,7526,1,"all"
"8821","avantagés",1,7526,1,"all"
"8822","pénalités",1,7526,1,"all"
"8823","affiché",1,7526,1,"all"
"8824","respecte",1,7526,1,"all"
"8825","carotte",1,7526,1,"all"
"8826","bâton",1,7526,1,"all"
"8827","clean",1,7526,1,"all"
"8828","obéi",1,7526,1,"all"
"8829","décrété",1,7526,1,"all"
"8830","ve",1,7526,1,"all"
"8831","l'éloignent",1,7526,1,"all"
"8832","cercles",1,7526,1,"all"
"8833","procédant",1,7526,1,"all"
"8834","lettre",1,7526,1,"all"
"8835","instaurent",1,7526,1,"all"
"8836","discrètement",1,7526,1,"all"
"8837","etait-ce",1,7526,1,"all"
"8838","entré",1,7526,1,"all"
"8839","epineuse",1,7526,1,"all"
"8840","n'aborderons",1,7526,1,"all"
"8841","clarifier-",1,7526,1,"all"
"8842","motivées",1,7526,1,"all"
"8843","relèvements",1,7526,1,"all"
"8844","d'accises",1,7526,1,"all"
"8845","programmés",1,7526,1,"all"
"8846","s'appuyaient",1,7526,1,"all"
"8847","harmonisation",1,7526,1,"all"
"8848","l'abaissement",1,7526,1,"all"
"8849","précompte",1,7526,1,"all"
"8850","mobilier",1,7526,1,"all"
"8851","saisies",1,7526,1,"all"
"8852","s'engageant",1,7526,1,"all"
"8853","désescalade",1,7526,1,"all"
"8854","abordant",1,7526,1,"all"
"8855","substitué",1,7526,1,"all"
"8856","d'externalités",1,7526,1,"all"
"8857","défavorables",1,7526,1,"all"
"8858","localisé",1,7526,1,"all"
"8859","navetteurs",1,7526,1,"all"
"8860","financent",1,7526,1,"all"
"8861","accroîtrait",1,7526,1,"all"
"8862","condense",1,7526,1,"all"
"8863","mieszkowski",1,7526,1,"all"
"8864","zodrow",1,7526,1,"all"
"8865","voyageur",1,7526,1,"all"
"8866","1757-1820",1,7526,1,"all"
"8867","vérité",1,7526,1,"all"
"8868","l'universel",1,7526,1,"all"
"8869","donnait",1,7526,1,"all"
"8870","l'agir",1,7526,1,"all"
"8871","qu'hier",1,7526,1,"all"
"8872","invalidée",1,7526,1,"all"
"8873","l'inconnaissabilité",1,7526,1,"all"
"8874","ingouvernable",1,7526,1,"all"
"8875","éclaté",1,7526,1,"all"
"8876","rationalisations",1,7526,1,"all"
"8877","combattent",1,7526,1,"all"
"8878","s'ériger",1,7526,1,"all"
"8879","républicain",1,7526,1,"all"
"8880","dut",1,7526,1,"all"
"8881","objectivité",1,7526,1,"all"
"8882","affronté",1,7526,1,"all"
"8883","l'objection",1,7526,1,"all"
"8884","conformer",1,7526,1,"all"
"8885","mettait",1,7526,1,"all"
"8886","orsec",1,7526,1,"all"
"8887","prééminente",1,7526,1,"all"
"8888","gestbn",1,7526,1,"all"
"8889","n'irait-on",1,7526,1,"all"
"8890","cartes",1,7526,1,"all"
"8891","posant",1,7526,1,"all"
"8892","l'effacement",1,7526,1,"all"
"8893","préfectorale",1,7526,1,"all"
"8894","démembré",1,7526,1,"all"
"8895","fortiori",1,7526,1,"all"
"8896","matières",1,7526,1,"all"
"8897","prenaient",1,7526,1,"all"
"8898","continu",1,7526,1,"all"
"8899","incessante",1,7526,1,"all"
"8900","efficients",1,7526,1,"all"
"8901","décompte",1,7526,1,"all"
"8902","borda",1,7526,1,"all"
"8903","condorcet",1,7526,1,"all"
"8904","gagnants",1,7526,1,"all"
"8905","wicksell",1,7526,1,"all"
"8906","kaldor",1,7526,1,"all"
"8907","donnant-donnant",1,7526,1,"all"
"8908","marchandage",1,7526,1,"all"
"8909","inefficients",1,7526,1,"all"
"8910","tyranniques",1,7526,1,"all"
"8911","minorité",1,7526,1,"all"
"8912","l'échéance",1,7526,1,"all"
"8913","délicates",1,7526,1,"all"
"8914","inter-gouvemementale",1,7526,1,"all"
"8915","patronats",1,7526,1,"all"
"8916","confectionnent",1,7526,1,"all"
"8917","inter-relations",1,7526,1,"all"
"8918","-lois",1,7526,1,"all"
"8919","négociation-",1,7526,1,"all"
"8920","rivaux",1,7526,1,"all"
"8921","s'ébauchent",1,7526,1,"all"
"8922","lent",1,7526,1,"all"
"8923","fixeront",1,7526,1,"all"
"8924","redéfinis",1,7526,1,"all"
"8925","den",1,7526,1,"all"
"8926","brande",1,7526,1,"all"
"8927","empreint",1,7526,1,"all"
"8928","stein",1,7526,1,"all"
"8929","rokkan",1,7526,1,"all"
"8930","connaîtrait",1,7526,1,"all"
"8931","vanderstraeten",1,7526,1,"all"
"8932","l'organisatbn",1,7526,1,"all"
"8933","l'intermediation",1,7526,1,"all"
"8934","social-démocrate",1,7526,1,"all"
"8935","remplie",1,7526,1,"all"
"8936","désétatisation",1,7526,1,"all"
"8937","creuset",1,7526,1,"all"
"8938","ouvrière",1,7526,1,"all"
"8939","compromission",1,7526,1,"all"
"8940","illicites",1,7526,1,"all"
"8941","immoraux",1,7526,1,"all"
"8942","oligarchique",1,7526,1,"all"
"8943","l'évasion",1,7526,1,"all"
"8944","l'assaut",1,7526,1,"all"
"8945","instaure",1,7526,1,"all"
"8946","quotidiennement",1,7526,1,"all"
"8947","transparait",1,7526,1,"all"
"8948","transparaissent",1,7526,1,"all"
"8949","supplanter",1,7526,1,"all"
"8950","notabiliaire",1,7526,1,"all"
"8951","soutenues",1,7526,1,"all"
"8952","d'état-",1,7526,1,"all"
"8953","politico-économique",1,7526,1,"all"
"8954","inscrivent",1,7526,1,"all"
"8955","entamer",1,7526,1,"all"
"8956","débutera",1,7526,1,"all"
"8957","vert",1,7526,1,"all"
"8958","débouchera",1,7526,1,"all"
"8959","amendée",1,7526,1,"all"
"8960","conjuguée",1,7526,1,"all"
"8961","c.e",1,7526,1,"all"
"8962","diluer",1,7526,1,"all"
"8963","convention",1,7526,1,"all"
"8964","d'oeuvres",1,7526,1,"all"
"8965","-etat",1,7526,1,"all"
"8966","européenne-entretenant",1,7526,1,"all"
"8967","l'immobilisme",1,7526,1,"all"
"8968","ensembles",1,7526,1,"all"
"8969","européanisât",1,7526,1,"all"
"8970","ion",1,7526,1,"all"
"8971","subsistant",1,7526,1,"all"
"8972","transfrontalières",1,7526,1,"all"
"8973","barrières",1,7526,1,"all"
"8974","non-tarifaires",1,7526,1,"all"
"8975","influencera",1,7526,1,"all"
"8976","réduiront",1,7526,1,"all"
"8977","assurera",1,7526,1,"all"
"8978","d'œuvre",1,7526,1,"all"
"8979","1945",1,7526,1,"all"
"8980","morcelée",1,7526,1,"all"
"8981","dessaisis",1,7526,1,"all"
"8982","déplacée",1,7526,1,"all"
"8983","achevé",1,7526,1,"all"
"8984","opa",1,7526,1,"all"
"8985","considéraient",1,7526,1,"all"
"8986","fusions",1,7526,1,"all"
"8987","d'agrément",1,7526,1,"all"
"8988","discrétionnaires",1,7526,1,"all"
"8989","d'encadrer",1,7526,1,"all"
"8990","exprimait",1,7526,1,"all"
"8991","cristallisait",1,7526,1,"all"
"8992","d'opa",1,7526,1,"all"
"8993","échiquier",1,7526,1,"all"
"8994","garantissaient",1,7526,1,"all"
"8995","statégies",1,7526,1,"all"
"8996","prince",1,7526,1,"all"
"8997","vendent",1,7526,1,"all"
"8998","conseils-",1,7526,1,"all"
"8999","emmêlement",1,7526,1,"all"
"9000","l'idéalisme",1,7526,1,"all"
"9001","l'économisme",1,7526,1,"all"
"9002","porte-parole",1,7526,1,"all"
"9003","oublient",1,7526,1,"all"
"9004","confondent",1,7526,1,"all"
"9005","fructueuse",1,7526,1,"all"
"9006","etat-",1,7526,1,"all"
"9007","supranational",1,7526,1,"all"
"9008","compromettait",1,7526,1,"all"
"9009","favorisait",1,7526,1,"all"
"9010","insistance",1,7526,1,"all"
"9011","censées",1,7526,1,"all"
"9012","d'égale",1,7526,1,"all"
"9013","servait",1,7526,1,"all"
"9014","s'opposait",1,7526,1,"all"
"9015","créatrices",1,7526,1,"all"
"9016","s'appliquer",1,7526,1,"all"
"9017","investisseur",1,7526,1,"all"
"9018","déclare",1,7526,1,"all"
"9019","fausser",1,7526,1,"all"
"9020","d'affecter",1,7526,1,"all"
"9021","l'incompatibilité",1,7526,1,"all"
"9022","assorti",1,7526,1,"all"
"9023","dérogations",1,7526,1,"all"
"9024","n'affectent",1,7526,1,"all"
"9025","incitatrices",1,7526,1,"all"
"9026","multi-objectifs",1,7526,1,"all"
"9027","d'audits",1,7526,1,"all"
"9028","surprendre",1,7526,1,"all"
"9029","d'interdépendance",1,7526,1,"all"
"9030","d.d.a.f",1,7526,1,"all"
"9031","essaient",1,7526,1,"all"
"9032","l'international",1,7526,1,"all"
"9033","tangibles",1,7526,1,"all"
"9034","redéfinie",1,7526,1,"all"
"9035","éclatée",1,7526,1,"all"
"9036","vif",1,7526,1,"all"
"9037","diamétralement",1,7526,1,"all"
"9038","politologique",1,7526,1,"all"
"9039","unificateur",1,7526,1,"all"
"9040","l'édifice",1,7526,1,"all"
"9041","confédéral",1,7526,1,"all"
"9042","captation",1,7526,1,"all"
"9043","anglophone",1,7526,1,"all"
"9044","province",1,7526,1,"all"
"9045","libre-",1,7526,1,"all"
"9046","doléances",1,7526,1,"all"
"9047","minoritaires",1,7526,1,"all"
"9048","d'université",1,7526,1,"all"
"9049","vingtaine",1,7526,1,"all"
"9050","prouve",1,7526,1,"all"
"9051","résout",1,7526,1,"all"
"9052","resource",1,7526,1,"all"
"9053","economies",1,7526,1,"all"
"9054","préconise",1,7526,1,"all"
"9055","réactivation",1,7526,1,"all"
"9056","réserve",1,7526,1,"all"
"9057","purs",1,7526,1,"all"
"9058","inappropriables",1,7526,1,"all"
"9059","jacobine",1,7526,1,"all"
"9060","d'enquête",1,7526,1,"all"
"9061","investigation",1,7526,1,"all"
"9062","l'espèce",1,7526,1,"all"
"9063","d'horaires",1,7526,1,"all"
"9064","heures",1,7526,1,"all"
"9065","traditionaliste",1,7526,1,"all"
"9066","s'éloigne",1,7526,1,"all"
"9067","d'acteurs-clés",1,7526,1,"all"
"9068","tuteur",1,7526,1,"all"
"9069","réticent",1,7526,1,"all"
"9070","payeur",1,7526,1,"all"
"9071","conversion",1,7526,1,"all"
"9072","interlocuteurs",1,7526,1,"all"
"9073","réorientant",1,7526,1,"all"
"9074","prend-il",1,7526,1,"all"
"9075","expertise-évaluation",1,7526,1,"all"
"9076","inachevé",1,7526,1,"all"
"9077","polluer",1,7526,1,"all"
"9078","coordonner",1,7526,1,"all"
"9079","négociables",1,7526,1,"all"
"9080","l'inconvénient",1,7526,1,"all"
"9081","d'exiger",1,7526,1,"all"
"9082","comptent",1,7526,1,"all"
"9083","nourries",1,7526,1,"all"
"9084","vaudrait",1,7526,1,"all"
"9085","d'accords",1,7526,1,"all"
"9086","exigeants",1,7526,1,"all"
"9087","exclus",1,7526,1,"all"
"9088","inefficiente",1,7526,1,"all"
"9089","inutile",1,7526,1,"all"
"9090","applique",1,7526,1,"all"
"9091","confédération",1,7526,1,"all"
"9092","libre-circulation",1,7526,1,"all"
"9093","expliquant",1,7526,1,"all"
"9094","d'acquisitions",1,7526,1,"all"
"9095","chevilles",1,7526,1,"all"
"9096","ouvrières",1,7526,1,"all"
"9097","peuplent",1,7526,1,"all"
"9098","abusive",1,7526,1,"all"
"9099","accuserait",1,7526,1,"all"
"9100","deviendrait",1,7526,1,"all"
"9101","objectivation",1,7526,1,"all"
"9102","mutuelle",1,7526,1,"all"
"9103","d'arbitrer",1,7526,1,"all"
"9104","écriture",1,7526,1,"all"
"9105","lectures",1,7526,1,"all"
"9106","fétichisation",1,7526,1,"all"
"9107","acceptées",1,7526,1,"all"
"9108","d'indignité",1,7526,1,"all"
"9109","scientifiquement",1,7526,1,"all"
"9110","grèves",1,7526,1,"all"
"9111","l'inspecteur",1,7526,1,"all"
"9112","choussat",1,7526,1,"all"
"9113","décloisonnement",1,7526,1,"all"
"9114","consigny",1,7526,1,"all"
"9115","prévoyait",1,7526,1,"all"
"9116","suppressbns",1,7526,1,"all"
"9117","cgtet",1,7526,1,"all"
"9118","cfdt",1,7526,1,"all"
"9119","votèrent",1,7526,1,"all"
"9120","cgc",1,7526,1,"all"
"9121","acceptèrent",1,7526,1,"all"
"9122","profil",1,7526,1,"all"
"9123","prononcèrent",1,7526,1,"all"
"9124","suppressions",1,7526,1,"all"
"9125","octroyées",1,7526,1,"all"
"9126","réductions",1,7526,1,"all"
"9127","foisonnement",1,7526,1,"all"
"9128","impulsé",1,7526,1,"all"
"9129","geode",1,7526,1,"all"
"9130","objectifs-moyens",1,7526,1,"all"
"9131","validé",1,7526,1,"all"
"9132","boucler",1,7526,1,"all"
"9133","surgir",1,7526,1,"all"
"9134","d'évoluer",1,7526,1,"all"
"9135","micro-stratégies",1,7526,1,"all"
"9136","adaptatif",1,7526,1,"all"
"9137","macro-stratégie",1,7526,1,"all"
"9138","triangle",1,7526,1,"all"
"9139","mettrait",1,7526,1,"all"
"9140","constructive",1,7526,1,"all"
"9141","r.f.a",1,7526,1,"all"
"9142","caisses",1,7526,1,"all"
"9143","d'assurance-maladie",1,7526,1,"all"
"9144","auto-régulation",1,7526,1,"all"
"9145","discriminants",1,7526,1,"all"
"9146","l'hôpital-entreprise",1,7526,1,"all"
"9147","producteur-consommateur",1,7526,1,"all"
"9148","l'hôpital-institution",1,7526,1,"all"
"9149","l'hôpital-marché",1,7526,1,"all"
"9150","l'hôpital-réseau",1,7526,1,"all"
"9151","substituent",1,7526,1,"all"
"9152","optimisatrice",1,7526,1,"all"
"9153","producteur-",1,7526,1,"all"
"9154","l'enveloppe",1,7526,1,"all"
"9155","réappropriation",1,7526,1,"all"
"9156","internalisation",1,7526,1,"all"
"9157","s'apprend",1,7526,1,"all"
"9158","énergie",1,7526,1,"all"
"9159","répertorier",1,7526,1,"all"
"9160","évaluables",1,7526,1,"all"
"9161","d'examen",1,7526,1,"all"
"9162","dépendront",1,7526,1,"all"
"9163","collaborer",1,7526,1,"all"
"9164","s'efforcer",1,7526,1,"all"
"9165","glisser",1,7526,1,"all"
"9166","anodins",1,7526,1,"all"
"9167","contrario",1,7526,1,"all"
"9168","évalués",1,7526,1,"all"
"9169","inquiétant",1,7526,1,"all"
"9170","menaçantes",1,7526,1,"all"
"9171","générique",1,7526,1,"all"
"9172","socio-technologique",1,7526,1,"all"
"9173","attentistes",1,7526,1,"all"
"9174","réfractaires",1,7526,1,"all"
"9175","côtoient",1,7526,1,"all"
"9176","d'innovateurs",1,7526,1,"all"
"9177","d'appoint",1,7526,1,"all"
"9178","juxtaposant",1,7526,1,"all"
"9179","supérieur-cadre-agents",1,7526,1,"all"
"9180","évaluable",1,7526,1,"all"
"9181","ya-t-il",1,7526,1,"all"
"9182","modernisatbn",1,7526,1,"all"
"9183","implémentale",1,7526,1,"all"
"9184","conjoncturels",1,7526,1,"all"
"9185","articulations",1,7526,1,"all"
"9186","déterminisme",1,7526,1,"all"
"9187","technoloqique",1,7526,1,"all"
"9188","résisté",1,7526,1,"all"
"9189","pouvaient",1,7526,1,"all"
"9190","combinatoire",1,7526,1,"all"
"9191","horizontales",1,7526,1,"all"
"9192","verticales",1,7526,1,"all"
"9193","restée",1,7526,1,"all"
"9194","cantonnée",1,7526,1,"all"
"9195","classiquement",1,7526,1,"all"
"9196","s'esquissent",1,7526,1,"all"
"9197","1960-1992",1,7526,1,"all"
"9198","politico-institutionnelle",1,7526,1,"all"
"9199","précipiter",1,7526,1,"all"
"9200","carbone",1,7526,1,"all"
"9201","controversé",1,7526,1,"all"
"9202","l'émission",1,7526,1,"all"
"9203","d'incertitudes",1,7526,1,"all"
"9204","caler",1,7526,1,"all"
"9205","requise",1,7526,1,"all"
"9206","anticipations",1,7526,1,"all"
"9207","cristalliser",1,7526,1,"all"
"9208","représentatif",1,7526,1,"all"
"9209","quatre-vingt-deux",1,7526,1,"all"
"9210","inégal",1,7526,1,"all"
"9211","fouillée",1,7526,1,"all"
"9212","esquissée",1,7526,1,"all"
"9213","l'après-guerre",1,7526,1,"all"
"9214","pensons",1,7526,1,"all"
"9215","l'usager-client",1,7526,1,"all"
"9216","l'usager-",1,7526,1,"all"
"9217","s'exprime",1,7526,1,"all"
"9218","remplissent",1,7526,1,"all"
"9219","contestés",1,7526,1,"all"
"9220","absolue",1,7526,1,"all"
"9221","curatif",1,7526,1,"all"
"9222","inadaptées",1,7526,1,"all"
"9223","inconnus",1,7526,1,"all"
"9224","accompagnées",1,7526,1,"all"
"9225","d'éparpillement",1,7526,1,"all"
"9226","gaspillage",1,7526,1,"all"
"9227","suivis",1,7526,1,"all"
"9228","renoncement",1,7526,1,"all"
"9229","sous-produits",1,7526,1,"all"
"9230","partiels",1,7526,1,"all"
"9231","visé",1,7526,1,"all"
"9232","récupérés",1,7526,1,"all"
"9233","ultérieures",1,7526,1,"all"
"9234","signalé",1,7526,1,"all"
"9235","confondre",1,7526,1,"all"
"9236","renouvellent",1,7526,1,"all"
"9237","probabilités",1,7526,1,"all"
"9238","faillible",1,7526,1,"all"
"9239","redonner",1,7526,1,"all"
"9240","l'amnésie",1,7526,1,"all"
"9241","obtenues",1,7526,1,"all"
"9242","accumulés",1,7526,1,"all"
"9243","non-participativité",1,7526,1,"all"
"9244","ostentatoire",1,7526,1,"all"
"9245","non-continuité",1,7526,1,"all"
"9246","découvrir",1,7526,1,"all"
"9247","évaluation-apprentissage",1,7526,1,"all"
"9248","ordinaire",1,7526,1,"all"
"9249","prescripteurs",1,7526,1,"all"
"9250","rudimentaires",1,7526,1,"all"
"9251","tentés",1,7526,1,"all"
"9252","consisté",1,7526,1,"all"
"9253","coupler",1,7526,1,"all"
"9254","médicalisées",1,7526,1,"all"
"9255","s'instaurer",1,7526,1,"all"
"9256","confine",1,7526,1,"all"
"9257","substantiels",1,7526,1,"all"
"9258","exacerbée",1,7526,1,"all"
"9259","pécuniaires",1,7526,1,"all"
"9260","exclut",1,7526,1,"all"
"9261","complètes",1,7526,1,"all"
"9262","expansion",1,7526,1,"all"
"9263","l'acquis",1,7526,1,"all"
"9264","sélectionnées",1,7526,1,"all"
"9265","présentement",1,7526,1,"all"
"9266","parachèvement",1,7526,1,"all"
"9267","-les",1,7526,1,"all"
"9268","majeurs-",1,7526,1,"all"
"9269","traduisant",1,7526,1,"all"
"9270","supplément",1,7526,1,"all"
"9271","d'âme",1,7526,1,"all"
"9272","primitif",1,7526,1,"all"
"9273","quatre-vingt-dix",1,7526,1,"all"
